epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,284.666,0.64115,0.22399,0.00227,1,0.98546,0.99461,0.87905,0.55439,0.19207,0.00253,0.0008912,0.0008912,0.0008912
86,287.629,0.60767,0.22179,0.00221,0.9897,1,0.995,0.8808,0.54168,0.17151,0.00237,0.000878,0.000878,0.000878
87,290.568,0.60125,0.22288,0.00218,0.97477,0.9898,0.99361,0.83872,0.66227,0.21631,0.00313,0.0008648,0.0008648,0.0008648
88,293.801,0.64744,0.23031,0.00231,0.99362,0.9898,0.9949,0.88712,0.52995,0.17711,0.00237,0.0008516,0.0008516,0.0008516
89,296.676,0.64204,0.22233,0.00227,0.97956,1,0.9947,0.87937,0.52984,0.16483,0.00235,0.0008384,0.0008384,0.0008384
90,299.675,0.62999,0.22562,0.00237,0.98862,0.9898,0.99419,0.86024,0.5909,0.18766,0.00269,0.0008252,0.0008252,0.0008252
91,302.593,0.64019,0.23564,0.00231,0.98978,0.98833,0.9947,0.89507,0.50455,0.1614,0.00214,0.000812,0.000812,0.000812
92,305.651,0.63112,0.23101,0.00233,0.98977,0.98773,0.9944,0.87208,0.57945,0.18471,0.00264,0.0007988,0.0007988,0.0007988
93,309.156,0.60882,0.21791,0.00216,0.96801,1,0.9942,0.88173,0.53843,0.18834,0.00236,0.0007856,0.0007856,0.0007856
94,312.139,0.59376,0.20154,0.00214,0.99841,1,0.995,0.8687,0.55985,0.16525,0.00266,0.0007724,0.0007724,0.0007724
95,315.082,0.62445,0.22262,0.00225,0.98979,0.98879,0.99413,0.87417,0.54421,0.17881,0.00252,0.0007592,0.0007592,0.0007592
96,317.951,0.60823,0.20381,0.00208,0.96047,0.99179,0.994,0.89792,0.49222,0.17428,0.00225,0.000746,0.000746,0.000746
97,320.976,0.59289,0.23299,0.00209,0.99849,0.9898,0.9947,0.89942,0.48331,0.16656,0.00209,0.0007328,0.0007328,0.0007328
98,323.923,0.62341,0.21538,0.00211,1,0.9777,0.9946,0.89903,0.49619,0.15738,0.00213,0.0007196,0.0007196,0.0007196
99,327.093,0.60017,0.21188,0.00211,0.98989,0.99882,0.9947,0.89961,0.48724,0.15262,0.00212,0.0007064,0.0007064,0.0007064
100,330.087,0.61917,0.22772,0.00218,1,0.99988,0.995,0.89374,0.47466,0.13895,0.0021,0.0006932,0.0006932,0.0006932
101,333.005,0.59128,0.19726,0.00207,0.99234,0.9898,0.9949,0.87517,0.55403,0.18255,0.0024,0.00068,0.00068,0.00068
102,335.947,0.60326,0.21718,0.0021,0.97819,1,0.99439,0.88407,0.52945,0.17084,0.00239,0.0006668,0.0006668,0.0006668
103,338.824,0.59212,0.19683,0.00207,0.98989,0.99944,0.9948,0.86868,0.5772,0.18262,0.00253,0.0006536,0.0006536,0.0006536
104,341.892,0.55962,0.19071,0.00199,0.9996,0.9898,0.99461,0.87176,0.55246,0.18609,0.00244,0.0006404,0.0006404,0.0006404
105,344.801,0.58899,0.20876,0.00214,0.98612,0.9898,0.99449,0.86357,0.58843,0.1874,0.00287,0.0006272,0.0006272,0.0006272
106,347.874,0.59739,0.20844,0.00214,1,0.99989,0.995,0.87124,0.54345,0.15531,0.00261,0.000614,0.000614,0.000614
107,350.818,0.59174,0.22322,0.00202,0.99712,0.9898,0.9947,0.89095,0.50578,0.15968,0.00219,0.0006008,0.0006008,0.0006008
108,353.706,0.57123,0.19696,0.00202,0.99803,1,0.995,0.89957,0.47486,0.14429,0.00204,0.0005876,0.0005876,0.0005876
109,356.819,0.58096,0.20578,0.00208,1,0.96893,0.9942,0.89389,0.4973,0.16186,0.00226,0.0005744,0.0005744,0.0005744
110,359.796,0.56424,0.19367,0.00195,0.99708,1,0.995,0.87217,0.56367,0.16336,0.00271,0.0005612,0.0005612,0.0005612
111,362.686,0.5627,0.19281,0.00201,1,0.98855,0.9949,0.89805,0.4851,0.15252,0.00219,0.000548,0.000548,0.000548
112,365.631,0.59362,0.21192,0.00219,0.97893,0.9898,0.99364,0.897,0.48218,0.17676,0.00209,0.0005348,0.0005348,0.0005348
113,368.516,0.60075,0.20426,0.00212,0.99338,0.9898,0.9948,0.90338,0.46675,0.15491,0.00214,0.0005216,0.0005216,0.0005216
114,371.536,0.54625,0.19468,0.00198,0.99767,0.97959,0.9946,0.89936,0.47603,0.15776,0.00205,0.0005084,0.0005084,0.0005084
115,374.564,0.57105,0.19788,0.00202,0.9999,0.97959,0.99451,0.89642,0.47239,0.15503,0.00203,0.0004952,0.0004952,0.0004952
116,377.476,0.55471,0.18238,0.00194,0.98845,1,0.9949,0.89625,0.48782,0.15651,0.00217,0.000482,0.000482,0.000482
117,380.464,0.56632,0.19575,0.00196,0.99806,0.9898,0.9948,0.89733,0.47651,0.15317,0.00202,0.0004688,0.0004688,0.0004688
118,383.472,0.55458,0.18145,0.0019,1,0.98951,0.995,0.89925,0.46967,0.14387,0.002,0.0004556,0.0004556,0.0004556
119,386.382,0.5348,0.18202,0.00186,0.98849,1,0.9949,0.88223,0.51527,0.15122,0.00231,0.0004424,0.0004424,0.0004424
120,389.399,0.56796,0.20874,0.00194,0.99918,1,0.995,0.89756,0.48472,0.14071,0.00212,0.0004292,0.0004292,0.0004292
121,392.412,0.53951,0.18806,0.00188,0.99922,1,0.995,0.89109,0.47334,0.1336,0.00206,0.000416,0.000416,0.000416
122,395.473,0.53464,0.19457,0.00193,0.99943,1,0.995,0.89816,0.46541,0.13348,0.00197,0.0004028,0.0004028,0.0004028
123,398.455,0.54572,0.19016,0.00193,1,0.99888,0.995,0.90674,0.45047,0.1381,0.00188,0.0003896,0.0003896,0.0003896
124,401.397,0.55096,0.19583,0.0019,1,0.99788,0.995,0.8961,0.47388,0.14501,0.0021,0.0003764,0.0003764,0.0003764
125,404.417,0.54543,0.19008,0.00197,0.98806,0.9898,0.9945,0.8847,0.51659,0.16532,0.00227,0.0003632,0.0003632,0.0003632
126,407.406,0.54876,0.18566,0.00201,1,0.99874,0.995,0.91097,0.44333,0.13808,0.00186,0.00035,0.00035,0.00035
127,410.454,0.55005,0.19041,0.00182,0.99805,1,0.995,0.90007,0.46282,0.13303,0.002,0.0003368,0.0003368,0.0003368
128,413.413,0.52948,0.18182,0.00188,0.99914,1,0.995,0.90126,0.45103,0.12713,0.00192,0.0003236,0.0003236,0.0003236
129,416.248,0.53424,0.18695,0.00195,0.99829,0.9898,0.99461,0.90858,0.46708,0.1494,0.00199,0.0003104,0.0003104,0.0003104
