epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,268.313,0.59607,0.21525,0.00203,0.98241,0.99707,0.99465,0.87753,0.54854,0.18314,0.00285,0.000812,0.000812,0.000812
92,271.098,0.61521,0.21177,0.00218,0.99794,0.99107,0.995,0.88081,0.52118,0.16233,0.00239,0.0007988,0.0007988,0.0007988
93,274.069,0.61216,0.21445,0.00206,0.99542,0.98214,0.99474,0.87861,0.53677,0.1751,0.00277,0.0007856,0.0007856,0.0007856
94,276.867,0.59986,0.21637,0.00209,1,0.97055,0.99465,0.88503,0.51029,0.17998,0.00252,0.0007724,0.0007724,0.0007724
95,279.603,0.60834,0.21396,0.00213,1,0.98855,0.995,0.87944,0.55974,0.17028,0.00298,0.0007592,0.0007592,0.0007592
96,282.435,0.59083,0.20971,0.00211,0.98948,0.98214,0.99456,0.88624,0.51309,0.17902,0.00249,0.000746,0.000746,0.000746
97,285.32,0.59835,0.20508,0.00213,0.99106,0.98936,0.99473,0.90192,0.45566,0.16777,0.00217,0.0007328,0.0007328,0.0007328
98,288.161,0.57973,0.21618,0.00198,0.99869,0.99107,0.995,0.87788,0.54315,0.15993,0.00284,0.0007196,0.0007196,0.0007196
99,291.004,0.58115,0.19782,0.00202,0.97022,0.99107,0.99395,0.89521,0.48192,0.18229,0.00238,0.0007064,0.0007064,0.0007064
100,293.804,0.5814,0.20175,0.00202,0.97762,0.97321,0.99325,0.88267,0.5176,0.19361,0.00252,0.0006932,0.0006932,0.0006932
101,296.718,0.6067,0.21368,0.00211,0.98971,1,0.99491,0.88591,0.53038,0.15873,0.00258,0.00068,0.00068,0.00068
102,299.618,0.57743,0.19955,0.00205,0.99781,1,0.995,0.88918,0.48482,0.15213,0.00229,0.0006668,0.0006668,0.0006668
103,302.381,0.60137,0.21229,0.00207,0.99092,0.97457,0.99465,0.88245,0.53937,0.17659,0.00265,0.0006536,0.0006536,0.0006536
104,305.188,0.54821,0.19064,0.00191,0.98675,0.97321,0.99429,0.89052,0.48794,0.17063,0.00239,0.0006404,0.0006404,0.0006404
105,308.071,0.57628,0.2086,0.00203,0.99098,0.98071,0.99456,0.86717,0.5718,0.19187,0.00282,0.0006272,0.0006272,0.0006272
106,310.895,0.58349,0.20624,0.002,0.98915,1,0.99482,0.90682,0.46563,0.15384,0.00227,0.000614,0.000614,0.000614
107,313.695,0.57389,0.19893,0.00199,0.98861,1,0.99465,0.90725,0.46596,0.14917,0.00223,0.0006008,0.0006008,0.0006008
108,316.551,0.58669,0.20181,0.00202,1,0.98899,0.995,0.90051,0.46483,0.14813,0.0022,0.0005876,0.0005876,0.0005876
109,319.484,0.56401,0.1991,0.002,0.9962,0.98214,0.99474,0.90297,0.46139,0.15463,0.00221,0.0005744,0.0005744,0.0005744
110,322.242,0.57321,0.20605,0.00194,0.99749,1,0.995,0.8943,0.51375,0.16194,0.00253,0.0005612,0.0005612,0.0005612
